StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5,Q6,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q7,Q8,Q9_NPS_GROUP,Q9,Q10_NPS_GROUP,Q10,Q11,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q14,Q14A,Q14B,Q14C,Q14D,Q15,Q16,Q17,Q17_3_TEXT,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q32_7_TEXT,Q33,SolutionRevision,ProjectCategory,ProjectType,Q7 - Parent Topics,Q7 - Topics
5/13/21 14:39,5/13/21 16:50,IP Address,76.168.105.112,100,7891,TRUE,5/13/21 16:50,R_2SDnrCs10udXyQB,,,,,34.05870056,-118.2780991,anonymous,EN,Hiring Partner,We selected the Bridge Project to help us diversify our candidate pool,Enriching,Extremely satisfied,Extremely satisfied,Extremely satisfied,Unsure/Not applicable,Unsure/Not applicable,Unsure/Not applicable,Somewhat dissatisfied,The clunkiness of the platform. It was very difficult to navigate and access the meetings. This was a shared experience with many on our team.,Equitable Candidate Review and Interviewing,,,Extremely satisfied,,,,,,Passive,8,Passive,8,Streamline the email communications and make the platform easier to navigate,Yes,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Somewhat dissatisfied,"Equitable Hiring Training with José González,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Extremely satisfied,,,Somewhat satisfied,,,"Yes, as an employer/hiring partner",,,,,,,Somewhat satisfied,Extremely satisfied,Somewhat satisfied,Somewhat satisfied,,Better,,Yes,,,,,,,California,Female,"White,Spanish, Hispanic, or Latino",,,2,CX,EventFeedback,,
5/13/21 21:09,5/13/21 21:22,IP Address,107.77.237.213,100,815,TRUE,5/13/21 21:22,R_21oleJBdMpc8c06,,,,,37.75100708,-97.8219986,anonymous,EN,Hiring Partner,I hoped to learn more ways my company can incorporate equitable hiring practices and foster an inclusive environment at work.,Inspiring ,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Neither satisfied nor dissatisfied,Extremely satisfied,I enjoyed hearing from the panel in the morning sharing their stories and I really enjoyed hearing Carolin Finley.,Preparing for a More Diverse Workforce and Investing in Your Staff,,,,Extremely satisfied,,,"Spending even more energy on staff to ensure a welcoming, inclusive environment.",I would have enjoyed if more folks had their camera on during the breakout.,Promoter,10,Promoter,10,Test run the communication platform Cvent earlier or get the information out to folks earlier.,Yes,Extremely satisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,"Equitable Hiring Training with José González,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Extremely satisfied,,,Extremely satisfied,I learned the importance of naming feelings and identifying ways to help make people feel more comfortable in their spaces. ,"I’d rather not have breakout small group sessions with complete strangers about difficult content. In this setting, I found those experiences to be very unpleasant.","Yes, as an employer/hiring partner",,,,,,,Somewhat satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,,Better,,Yes,"I would like to see interview times slots spaced out more, even 15-30 minutes. Back-to-back interviews without a break is tough.",,"I really really enjoyed seeing candidates from diverse races. It made me so happy, I wish all my interviews contained that much diversity. ",,,,North Carolina,Female,"White,Spanish, Hispanic, or Latino",,Thank you SO much for all the incredible time and effort the team put into this event. It was a huge success! I’m grateful to participate and grateful for all the hard work you spent on its execution. Thanks!,2,CX,EventFeedback,,Unknown
5/14/21 2:57,5/14/21 3:41,IP Address,196.12.129.31,100,2669,TRUE,5/14/21 3:41,R_28CEdDHuKxWssI7,,,,,-1.950698853,30.06629944,anonymous,EN,Candidate,"The opportunity to be visible as a black woman in the conservation field and connect with organizations actively seeking equitable practices brought me to The Bridge Project. I hoped to gain connectivity with peers, organizations and other leaders in the field. ",Impactful,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Unsure/Not applicable,Extremely satisfied,The Breakout sessions,Candidate Workshop w/ Angelou Ezeilo and Taishya Adams,,,,,,Extremely satisfied,"Be authentically yourself, know your worth, and remember employers need & want you just as much as much as you want the career ",I felt extremely connected to the session and do not have and suggestions for improvements,Promoter,10,Promoter,10,N/A,Yes,Extremely satisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Training with Dr. Carolyn Finney,,Extremely satisfied,,,These challenges of racial equity are deeply embedded in all our systems and all the work. We have to be resilient in the fight for change even when we are at risk.,N/A,"Yes, as a candidate",,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,,,,,,Better,"Have the candidates and coaches connect much sooner. My coached reached out to me a day before my interview, so we did not have time to connect/share. Also, sharing important information a little bit more in advance.  A lot of communication came the day of or the day before, but it would be nice to have more time prepare.",,,,Hearing the equity journey of employers was a great moment. Them sharing their challenges and reasons to be connected to the Bridge Project gave me hope that other organizations can step up + make change.,,,,North Carolina,Female,Black or African American,,Thank you for a fabulous month of connectivity and leadership. The Bridge Project is absolutely a valuable asset and resource for POC. I am forever grateful to be considered a part of the inaugural cohort. ,2,CX,EventFeedback,,Unknown
5/14/21 8:03,5/14/21 8:20,IP Address,24.118.5.241,100,1005,TRUE,5/14/21 8:20,R_ezCKAbCjoRUoXZv,,,,,44.97099304,-93.04979706,anonymous,EN,Candidate,"I am feeling burnt out in my first full-time job outside of internships, and am having a hard time moving into the next job in my journey. ",Hope,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,I really appreciated Carole's speech and also the the network sessions and panels. Really all of it was SUPER useful for me. ,Candidate Workshop w/ Angelou Ezeilo and Taishya Adams,,,,,,Extremely satisfied,"I am worthy, and I have mentors and current career professionals that I can lean on. ",I really liked them! I almost felt like we needed a little more time!,Promoter,10,Promoter,10,"I think timing of the event may be important. I know I had to take a day off-work so I could fully participate in the May 11 events, even so I think I struggled juggling work commitments. I also would love to see more beyond college level candidates who are stuck in the pipeline. ",Yes,Extremely satisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,"Training with Dr. Carolyn Finney,Networking Training for Candidates",,Extremely satisfied,Extremely satisfied,,"I think it was just really reassuring to hear from such a giant in our field that we have promise and that we will beat a system that isn't made for us. I'd thought that before, but nobody had voiced that sentiment specifically. ",I think more communication about the full-day agenda ahead of time (maybe a week vs a few days) would've been nice. I got stuck trying to access some of the sessions and plan how to juggle work conflicts.,"Yes, as a candidate",,Unsure/Not applicable,Unsure/Not applicable,Unsure/Not applicable,Unsure/Not applicable,Unsure/Not applicable,,,,,,Unsure,"Greater diversity of positions, but honestly I was really impressed by what you had this time around too! Greater geographic diversity. ",,,,Talking with Federal Government Staff about Schedule A hiring. I had literally never known before that Schedule A could allow me an alternate way through the USA jobs hiring process.,,,,Minnesota,Female,Asian,,"I cannot say how absolutely grateful and thankful I am for this experience. I was feeling very oppressed, somewhat hopeless, and very stuck in my career and was working on unpacking three years of trying to get myself out of my current job and into another. This experience gave me the hope and the inner peace to know that a) I'm working against a system not set up for my success, b) that I'm worthy of a position that makes me feel happy/ fulfilled/safe, and c) that there are people out there who fully support me and are willing to help. You also gave me access to people who provided me with feedback on how I can use some of my adversities to be successful in landing a new job, which really reinvigorated my sense of hope. 

If you need anyone to provide a testimonial for this project, or hand-write thank you notes to corporate or individual sponsors, please let me know! I would really like to give back a little to thank you for all you've done for me. Feel free to contact me via e-mail at amieschiller@gmail.com",2,CX,EventFeedback,,Unknown
5/14/21 8:11,5/14/21 8:25,IP Address,71.218.169.216,100,837,TRUE,5/14/21 8:25,R_0DShadHFoPO3lF7,,,,,39.73010254,-104.9077988,anonymous,EN,Hiring Partner,A colleague told me about it and one of our sister programs was hiring. I was just hoping to expand my toolkit and see if we could directly address any of the barriers these candidates are facing ,Inspiring,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,All of the speakers were so amazing!,Cultivating a Diverse Candidate Pool,,Somewhat satisfied,,,,,,,Promoter,10,Promoter,10,,Yes,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,"Equitable Hiring Training with José González,Training with Dr. Carolyn Finney,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Extremely satisfied,Extremely satisfied,,Extremely satisfied,Jose's sessions were great! So informative. I had only been able to watch the recording but it also seemed there was a ton of great discussions!,Just a little more notice for the first one would have been helpful for scheduling,No,,,,,,,,,,,,,,,,,,,,,Colorado,Female,White,,,2,CX,EventFeedback,,
5/14/21 8:47,5/14/21 8:57,IP Address,69.121.113.245,100,605,TRUE,5/14/21 8:57,R_2e5rVdKF1GkLSqu,,,,,40.90460205,-73.81169891,anonymous,EN,Candidate,A program that will support me in my journey to finding my first job in the environmental field. ,Inspiring,Somewhat satisfied,Somewhat satisfied,Extremely satisfied,Somewhat satisfied,Somewhat satisfied,Extremely dissatisfied,Extremely satisfied,Dr. Carolyn Finney! ,Candidate Workshop w/ Angelou Ezeilo and Taishya Adams,,,,,,Extremely satisfied,I am not alone. There are a lot of us in this fight!,Make them smaller for more intimate conversation,Promoter,9,Promoter,9,I think you all did a great job!,No,,,,,,,,,,,,"Yes, as a candidate",,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,,,,,,Better,"I am not sure if this was in one of the training, but interview help. Like common interview questions maybe even a mock interview example.",,,,Speaking with my interviewers! They were incredible. I felt very comfortable and even more excited about the position leaving the interview.,,,,New York,Female,"Spanish, Hispanic, or Latino",,I was never able to enter any exhibitor meeting room. ,2,CX,EventFeedback,,Unknown
5/13/21 13:31,5/14/21 9:18,IP Address,73.200.42.229,100,71200,TRUE,5/14/21 9:18,R_27qHUKVnqz1eMng,,,,,38.95219421,-77.02529907,anonymous,EN,"Hiring Partner,Sponsor",,,Extremely satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Unsure/Not applicable,Extremely satisfied,Carolyn Finney's Keynote was phenomenal. ,Preparing for a More Diverse Workforce and Investing in Your Staff,,,,Extremely satisfied,,,the direct advice from the presenters. ,give the panelists a couple of questions to start with before turning to the participants to help fill in content. ,Detractor,5,Promoter,10,"I was not in need for more accessibility, but it was difficult to follow the speakers jumping around during plenary sessions when a screen was being shared because only one face was pinned at a time. Could not see ASL interpreter (didn't need to, but was surprised that wasn't offered publicly). ",Yes,Extremely satisfied,Somewhat satisfied,Somewhat satisfied,Extremely satisfied,Equitable Hiring Training with José González,Somewhat satisfied,,,,"that was a lot of content to cover in one day. was nice to know that we are not alone in needing training like that, but needed more time to process. ",spread them out a little more. create more intentional breakout/affinity groups for processing time. in the moment breakouts felt rushed and ineffective to me. ,"Yes, as an employer/hiring partner",,,,,,,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,,Better,,Yes,"More advance communications around preparing job descriptions, interview questions, and mitigating bias. Spread it out over more time to account for other work that was piling up while we were in trainings. ",,Meeting the candidates. ,"We needed some of the training components - especially around preparing the job description, interview questions, and mitigating bias in the interview process earlier to give us time to prepare those documents. On boarding is another area where I think employers could go a lot deeper. Thank you!!!! ",,,District of Columbia,Female,White,,"I'm sure this was a TON of work, and it went really smooth for a pilot program! Congratulations to the whole team for filling a gap (I mean, creating a bridge). Amazing job! ",2,CX,EventFeedback,,Unknown
5/14/21 7:47,5/14/21 9:32,IP Address,74.66.99.34,100,6342,TRUE,5/14/21 9:32,R_3lyxk8e0WBWqrKg,,,,,40.56970215,-74.11840057,anonymous,EN,Candidate,"I am aiming for a career pivot, and was looking for guidance on how and where to develop skills relevant to the environmental field, as well as methods to be a more competitive applicant",Disconnected,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat satisfied,The Opening Session,Did not attend breakout sessions,,,,,,,,,Passive,7,Passive,7,Providing opportunities or information on how candidates can develop technical skills relevant to the environmental field,Yes,Somewhat satisfied,Neither satisfied nor dissatisfied,Unsure/Not applicable,Somewhat satisfied,"Training with Dr. Carolyn Finney,Networking Training for Candidates",,Somewhat satisfied,Somewhat satisfied,,Navigating LinkedIn,,No,,,,,,,,,,,,,,,,,,,,,New York,Male,"Spanish, Hispanic, or Latino",,,2,CX,EventFeedback,,
5/14/21 10:24,5/14/21 10:36,IP Address,67.177.235.184,100,711,TRUE,5/14/21 10:36,R_Ate9Gj5Gd2ttipP,,,,,39.74349976,-105.0618973,anonymous,EN,Hiring Partner,Learning more about equitable hiring practices and also being involved in a candidate search for an open position,Educational,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Unsure/Not applicable,Extremely satisfied,The breakout sessions that had more interaction and openness to ask specific questions and be vulnerable was very helpful!,Cultivating a Diverse Candidate Pool,,Extremely satisfied,,,,,"Different approaches to the hiring process to cultivate staff - it's all about making connections and really investing in this, which takes time to earn that trust.",,Passive,8,Passive,8,,Yes,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,"Equitable Hiring Training with José González,Training with Dr. Carolyn Finney,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Extremely satisfied,Extremely satisfied,,Extremely satisfied,Dr. Carolyn Phinney was SO powerful to listen to.  What an inspiration. So much of what she said could be taken and applied in so many ways to our organization.,,"Yes, as an employer/hiring partner",,,,,,,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,,Better,,Yes,"Being blind in what candidates we would get to interview, and only having three was a strain on the organization.  Only one of the three candidates was even close to qualified for the position we posted.  Although they were all great people, I think hiring a manager level position just didn't work, and an entry level position would be better suited based on the candidates we got - which is also a learning experience for our organization.  I would be curious to know if there were other qualified candidates we could have had a chance to interview but were not granted an interview with.",,"being able to interview candidates from a more diverse pool than we had typically cultivated in our searches, despite a heavy emphasis and effort on the part of the organization.",,,,Colorado,Male,White,,"I just want to thank y'all for being so inclusive and sharing the wealth of knowledge and experience with those that are still getting up to speed (myself).  I felt welcomed to ask questions, and overall the event was warm and inviting for all!  I learned a lot, and the main input I would have is regarding the actual posting of jobs and hiring, which didn't feel like it worked all that well for our organization and others I talked to. This centered mostly around the lack of transparency in what candidates were being directed to what organizations for interviews and how/why that was done.  Only getting to talk to three potential candidates, two of which had nearly no relevant experience or background, put the organization in a bit of a difficult spot, which is ok, but should be noted.  If we had had 5 or 6 candidates, maybe we would have had several we would have felt great about offering the position to.  Also, the 9 day period from interviews to when the offer and acceptance needed to go out seems abnormally long.  It also puts the candidates who interviewed and might get an offer as a second option should the first turn down the offer in a difficult spot, knowing that they were a second, or even third option, and I'm sure it doesn't feel good to wait 10 days to hear back from an organization on your interview.  ",2,CX,EventFeedback,,Unknown
5/14/21 10:24,5/14/21 10:42,IP Address,184.166.149.78,100,1075,TRUE,5/14/21 10:42,R_3Hkbp8FYF0fqlf2,,,,,46.6098938,-112.0243988,anonymous,EN,"Hiring Partner,General Attendee","The opportunity was presented to our staff, I was excited to have the chance to join in this learning process to ensure CDTC's policies and hiring practices continue to evolve and remain as equitable as possible.",Exciting,Somewhat dissatisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Unsure/Not applicable,Neither satisfied nor dissatisfied,"I loved Dr. Finney's presentation, of course, but I think the most impactful aspect of the day were the breakout sessions where we could collectively discuss important topics with other diverse professionals in the field. This was incredibly beneficial, I just wish I had been able to attend all of the sessions.",Equitable Candidate Review and Interviewing,,,Extremely satisfied,,,,SO many! I appreciated hearing other organizations' approach to creating job descriptions and also different interview styles/practices. I also appreciated having the opportunity to share live examples and getting feedback from the group. The discussion was engaging and fruitful.,Provide more time and maybe only have 2 or 3 happening at once so that folks can spend a quality amount of time in EACH session if they'd like to.,Passive,8,Promoter,10,"More clear communication and further ahead of time would be great, there were too many last-minute emails and important details that it created a stressful environment and made it difficult for both employers and candidates to get access to the platform. It also felt like there were way too many important things crammed into one day - I would suggest shortening the 4-hour opening to create more space for the breakout sessions, and also have clearer explanation to everyone what the rooms were for - I had no idea that we were supposed to have staff in our room to meet and greet potential candidates. Clearer communication further in advance would be really really helpful.",Yes,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,"Equitable Hiring Training with José González,Training with Dr. Carolyn Finney,Networking Training for Candidates,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Extremely satisfied,Extremely satisfied,Extremely satisfied,Neither satisfied nor dissatisfied,,"Again - clearer communication ahead of time would be helpful, and perhaps you could wrap all of the pre-event trainings into one half day session?","Yes, as an employer/hiring partner",,,,,,,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,,Worse,,Yes,"Clearer communication further in advance, also - the last minute zoom meeting info was really stressful, most of us didn't have access or know where to find it until shortly before our first interview. Also, I think it would be best to require employers to send any offers by a certain date, and also give candidates a respond date, so that anyone who had interviewed and was NOT offered a position isn't in limbo for up to two weeks.",,,,,,Montana,Female,White,,"Overall, the quality of the content was excellent, but there could be much clearer communication (without an overwhelming number of last-minute emails) and perhaps a change to the structure of the event. I'd prefer to see more time and space for breakouts and networking, perhaps shorter intro/ending sessions. Also, the timeline for employers making offers/candidates responding could be expedited to ensure EVERYONE is being considered, including the candidates who were not offered. We also did not receive the most qualified candidates for the position, but there's a good chance that they WERE in the pool, they just weren't sent to us. I'm not sure how to resolve this other than to have someone from the Bridge Project speak with our hiring manager prior to scheduling candidates so they have a clear understanding of what the most important skills are that the job requires. Overall, a good experience and glad to be a part of the inaugural launch. I look forward to seeing this project evolve and improve!",2,CX,EventFeedback,,Unknown
5/14/21 11:36,5/14/21 11:43,IP Address,98.218.176.50,100,432,TRUE,5/14/21 11:43,R_3HO12jeIGuA4UHd,,,,,38.88420105,-76.99410248,anonymous,EN,Candidate,Currently transitioning to first career. Hoping to gain opportunities to network and get employement,Refreshing,Somewhat satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,,Did not attend breakout sessions,,,,,,,,,Promoter,10,Promoter,10,Live captioning,Yes,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Networking Training for Candidates,,,Somewhat satisfied,,,,"Yes, as a candidate",,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Extremely satisfied,,,,,,Better,"flexibility in scheduling interviews so no time conflicts, or communicate earlier about blocking the date(s) for interviews",,,,being open and welcoming to talk about DEI ,,,,District of Columbia,Female,"Spanish, Hispanic, or Latino",,,2,CX,EventFeedback,,
5/14/21 13:03,5/14/21 13:11,IP Address,45.62.176.121,100,492,TRUE,5/14/21 13:11,R_3smoiM405d7QJJB,,,,,39.08279419,-77.16739655,anonymous,EN,Sponsor,"Connections, training, a new hire",Innovative,Somewhat satisfied,Extremely satisfied,Extremely satisfied,Neither satisfied nor dissatisfied,Extremely satisfied,Unsure/Not applicable,Extremely satisfied,"The panel sessions were impactful and I appreciated all of the thoughtful, and sometimes hard to hear, observations from the panel members.",Equitable Candidate Review and Interviewing,,,Neither satisfied nor dissatisfied,,,,I felt disorganized.  I thought there might be a 'trainer' but it was more of a group discussion to learn from each other but I don't know if I gained a lot by attending.,"This could have been me, but I don't know if I saw a description of each breakout session, just a list of what to choose from.  ",Passive,7,Passive,7,,Yes,Extremely satisfied,Extremely satisfied,Unsure/Not applicable,Extremely satisfied,"Equitable Hiring Training with José González,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Extremely satisfied,,,Extremely satisfied,,,No,,,,,,,,,,,,,,,,,,"Thank you for the opportunity!  I think the first day was too long, and not enough breaks.  ",,,Virginia,Female,White,,,2,CX,EventFeedback,,Unknown
5/15/21 9:22,5/15/21 9:25,IP Address,173.79.55.144,100,159,TRUE,5/15/21 9:25,R_2PzN6xnJQGgV3lx,,,,,38.99940491,-77.03359985,anonymous,EN,Candidate,I heard about the bridge project through another program applied too. I hoped to gain a job ,Informational ,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,,Candidate Workshop w/ Angelou Ezeilo and Taishya Adams,,,,,,Extremely satisfied,,,Promoter,9,Promoter,9,,Yes,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,"Training with Dr. Carolyn Finney,Networking Training for Candidates",,Extremely satisfied,Extremely satisfied,,,,No,,,,,,,,,,,,,,,,,,,,,Maryland,Female,"Black or African American,Asian",,,2,CX,EventFeedback,,
5/15/21 11:21,5/15/21 11:31,IP Address,71.236.144.156,100,611,TRUE,5/15/21 11:31,R_2Sffb8qoU0dSJVp,,,,,44.0644989,-123.1461029,anonymous,EN,Advisory Council,"The mission brought me to the project, the experts that were gathered for it drew me in too.  I was hoping to both contribute and to learn.  I was able to do both.",delicious,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Somewhat satisfied,Extremely satisfied,hard to match the energy and expertise that Carolyn Finney brought,Preparing for a More Diverse Workforce and Investing in Your Staff,,,,Extremely satisfied,,,the amount of desire to do this work well,better pre planning of the facilitator questions before the breakout,Promoter,10,Promoter,10,This should happen automatically from the success of this one.,Yes,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,"Equitable Hiring Training with José González,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Extremely satisfied,,,Extremely satisfied,,,No,,,,,,,,,,,,,,,,,,,,"Incredibly impressed with the event itself.  There were times where it felt rushed in the planning, but we knew that was going to to be the case.  There were moments where it was unclear what was expected of me as an Advisory Council Member, and I didn't always feel in the loop, but that can also be expected from a first time effort.  In the end, I am extraordinarily pleased with the outcome and honored to have played a part.",Oregon,Male,White,,,2,CX,EventFeedback,,Unknown
5/15/21 13:05,5/15/21 13:10,IP Address,63.115.40.135,100,282,TRUE,5/15/21 13:10,R_31pGD1gwp6QwTZn,,,,,40.75030518,-74.00140381,anonymous,EN,Candidate,Life lessons as well as industry information,Profound ,Somewhat satisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Extremely satisfied,,"Workforce Planning - Creating On Ramps,Supporting Equitable Hiring in the Federal Workforce",Neither satisfied nor dissatisfied,,,,Neither satisfied nor dissatisfied,,,,Passive,8,Promoter,10,,Yes,Somewhat satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,Training with Dr. Carolyn Finney,,Extremely satisfied,,,,,"Yes, as a candidate",,Extremely satisfied,Somewhat satisfied,Extremely satisfied,Extremely satisfied,Somewhat satisfied,,,,,,Better,,,,,,,,,Georgia,Male,Black or African American,,,2,CX,EventFeedback,,
5/15/21 18:23,5/15/21 18:38,IP Address,172.101.224.199,100,911,TRUE,5/15/21 18:38,R_1GQ504m2wLYzKtB,,,,,43.23179626,-77.66069794,anonymous,EN,Candidate,I saw a Facebook post about it and was hoping to learn about more job opportunities.,Inspiring,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,The emerging professional panel stood out the most because they were most relatable and fun.,"Cultivating a Diverse Candidate Pool,Equitable Candidate Review and Interviewing,Candidate Workshop w/ Angelou Ezeilo and Taishya Adams",,Somewhat satisfied,Somewhat satisfied,,,Somewhat satisfied,Taiysha Adams was a joy to listen to. She was so genuine and inspiring.,Make them better organized and more structured? I was unsure which one to go to and people were in and out of the session so it took away from any flow.,Passive,8,Passive,8,During the full day event you had ASL interpreters but most of the time they weren't on the screen. They randomly popped in and out of the screen.,Yes,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,"Training with Dr. Carolyn Finney,Networking Training for Candidates",,Extremely satisfied,Neither satisfied nor dissatisfied,,Developing a focus on what my story and pitch was and how to tell it.,I didn't realize there were two additional trainings available. I was only notified of 2. Maybe having the schedule available earlier.,"Yes, as a candidate",,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,,,,,,About the same,Be more transparent in your process of selecting candidates for interviews. What is your criteria and how many candidates do you choose for each position?,,,,There were smaller session rooms so conversations were more intimate and I felt like I had a voice.,,,,New York,Female,Asian,,"The candidate coach was a really great experience for me. Please continue to do that! Please consider being more punctual in your communication. The email I got to register for CVET came the night before the first day of the event at around 10:30 pm. It was stressful getting it that late. In addition, I was told I was a candidate for an interview on Friday night at 7pm and told that all of my updated materials needed to be submitted by Monday. This was a quick turn around.",2,CX,EventFeedback,,Unknown
5/16/21 18:14,5/16/21 18:26,IP Address,72.169.96.0,100,701,TRUE,5/16/21 18:26,R_23ek8m4ojY241Du,,,,,43.03819275,-87.91000366,anonymous,EN,Candidate,I am currently seeking a permanent position because the seasonal life is emotional draining. ,Grand,Extremely satisfied,Extremely satisfied,Extremely satisfied,Somewhat dissatisfied,Extremely satisfied,Somewhat dissatisfied,Extremely satisfied,Dr. Finney,Did not attend breakout sessions,,,,,,,,,Promoter,10,Promoter,10,,Yes,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,"Equitable Hiring Training with José González,Training with Dr. Carolyn Finney,Networking Training for Candidates,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Somewhat satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,,,"Yes, as a candidate",,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,,,,,,Better,,,,,,,,,California,Male,"Spanish, Hispanic, or Latino",,,2,CX,EventFeedback,,
5/17/21 9:06,5/17/21 9:28,IP Address,74.110.162.172,100,1319,TRUE,5/17/21 9:28,R_3P7QQXnnn29uuny,,,,,37.66529846,-77.53639984,anonymous,EN,Hiring Partner,Access to a more diverse candidate pool that we may not have otherwise reached.,Productive,Somewhat satisfied,Somewhat satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,The speakers were excellent. I would recommend a longer break for lunch as it was quite a long day.,Cultivating a Diverse Candidate Pool,,Somewhat satisfied,,,,,"There were some helpful tips on making local contacts with places like churches, YMCAs, etc.","It was said that it wasn't being recorded, but the zoom recording indicator was on. It was not as much of an open discussion as I expected and I didn't walk away with many actionable items.",Promoter,9,Promoter,9,The full two-day time commitment may be challenging for some folks. It did not provide much work/life balance with time for a real break or to decompress from a session.,Yes,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,"Equitable Hiring Training with José González,Legal Context of Building Diverse & Inclusive Workplaces with Maia Cogen",Extremely satisfied,,,Somewhat satisfied,I really enjoyed Jose's take on bias and the topics he covered.,"There was an element of the trainings feeling like 101 level, which I appreciate some participants needed. Perhaps offering more advanced level of training would be helpful, especially for returning employers in the Fall or future events.","Yes, as an employer/hiring partner",,,,,,,Extremely satisfied,Somewhat satisfied,Extremely satisfied,Extremely satisfied,,About the same,,Yes,Some of our team struggled with the technical aspect and the sheer number of emails to figure out where to go.,,It was so great to see how well these candidates presented themselves. I think it did a lot to open minds about looking outside our traditional candidates. There is more than what you see on paper.,,,,Virginia,Female,White,,,2,CX,EventFeedback,,Unknown
